,id,text,annotations,meta,annotation_approver,Unnamed: 5,Unnamed: 6,Unnamed: 7,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7
1778,886121,bỉm mỏng loại cũ xíu đệm lưng mềm giá ok kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 2847, 'comment': 'Bỉm mỏng hơn loại cũ xíu, đệm lưng mềm. Giá quá ok, lại đc freeship nữa 🥰', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +', 'giá +'], '28': ['ship +', 'giá +', 'chất lượng +']}}",,,,,1,1,0,1,0,0,0
1781,886118,sản_phẩm tốt oke giao hàng siêu nhanh ủng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13255, 'comment': 'sản phẩm tốt ok , giao hàng siêu nhanh, sẽ tiếp tục ủng hộ', 'summary': 'ok', 'annotations': {'23': ['chất lượng +', 'ship +'], '30': ['ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
1782,886117,sale 295k rẻ đóng_gói đảm_bảo hàng hãng chất_lượng sản_phẩm tốt kì hài_lòng,"[{'label': 317, 'user': 15}, {'label': 319, 'user': 15}, {'label': 321, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 13181, 'comment': 'Sale 295k rẻ đóng gói đảm bảo hàng chính hãng chất lượng sp tốt ^_^...^_^ʕ•ﻌ•ʔ≧∇≦^o^(⌒o⌒)', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['giá +', 'chất lượng +', 'chính hãng +', 'ship +'], '30': ['typo', 'chất lượng +', 'dịch vụ +', 'giá +']}}",,,,,1,1,1,1,0,0,0
1783,886116,hàng chất_lượng mặc tốt không hăm giao hàng nhanh hài_lòng,"[{'label': 327, 'user': 15}, {'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13677, 'comment': 'Hàng chất lượng, mặc tốt, không hăm, giao hàng nhanh chóng', 'summary': 'Rất hài lòng', 'annotations': {'19': ['ship +', 'chất lượng +'], '30': ['ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,1,0
1784,886115,đóng_gói sơ_sài mua 3tr tiền không thùng đàng_hoàng quấn xung_quanh xong hộp thiếc thò méo hộp giấy sữa,"[{'label': 321, 'user': 15}, {'label': 320, 'user': 15}]","{'review_id': 14697, 'comment': 'đóng gói sơ sài... mua gần 3tr tiền mà không được bỏ vào cái thùng cho nó đàng hoàng... quấn xung quanh là xong... làm hộp thiếc thò méo còn hộp giấy thì rách...\nphần sữa thì oki...', 'summary': 'Hài lòng', 'annotations': {'28': ['ship -'], '29': ['chất lượng +', 'dịch vụ -']}}",,,,,1,0,0,1,0,0,0
1785,886114,tã mẫu mỏng mềm hài_lòng lưng_thun đệm mây mềm_mại thoáng không lo nóng không hằn đỏ thấm hút tốt hình_ảnh tã dễ_thương sờ thun đùi mềm không lo bé khó_chịu yên_tâm mua tiki phí ship kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 319, 'user': 15}, {'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13989, 'comment': 'Tã mẫu mới rất mỏng và mềm, mình rất hài lòng. Lưng thun đệm mây rất mềm mại và thoáng, ko lo nóng, ko gây hằn đỏ, thấm hút tốt, hình ảnh trên tã dễ thương, sờ thun ở đùi này cũng rất mềm, ko lo bé khó chịu. Rất yên tâm khi mua ở tiki, phí ship đc rẻ!', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['giá +', 'chất lượng +'], '19': ['ship +', 'chất lượng +']}}",,,,,1,1,0,1,0,1,0
1786,886113,tiki giao hàng nhanh đóng_gói cẩn_thận khăn kết_hợp hộp đựng bobby tiện_lợi mua giá rẻ hài kì hài_lòng,"[{'label': 315, 'user': 15}]","{'review_id': 1586, 'comment': 'Tiki giao hàng nhanh đóng gói cẩn thận, khăn xài kết hợp với hộp đựng của Bobby rất tiện lợi, mua được với giá rẻ 125k/5gói nên rất hài lòng', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['other'], '17': ['giá +', 'ship +'], '20': ['giá +', 'ship +'], '25': ['chất lượng +', 'giá +', 'dịch vụ +', 'ship +']}}",,,,,0,0,0,0,0,0,0
1787,886104,tiện ủ ấm sữa đỡ,"[{'label': 315, 'user': 15}]","{'review_id': 13089, 'comment': 'Cũng được , tiện khi ra ngoài để ủ ấm sữa . Đỡ phải xài nước nóng', 'summary': 'Bình thường', 'annotations': {'23': ['trash'], '30': ['chất lượng +']}}",,,,,0,0,0,0,0,0,0
1788,886103,tả okk giá tốt kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 2287, 'comment': 'Tả okk... giá tốt còn dc freeship nữa', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['giá +', 'ship +'], '28': ['giá +', 'chất lượng +']}}",,,,,1,1,0,1,0,0,0
1789,886102,sản_phẩm tã sản_xuất hàng nhập_khẩu nhật đường báo tiểu tã mỏng nhẹ không mùi thấm hút nhanh không tràn tã không xệ vón cục loại bé đi thoải_mái ủng_hộ kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 14548, 'comment': 'Sản phẩm tã mới sản xuất hàng nhập khẩu nhật bản có đường báo tiểu nên mình rất thích. Tã mỏng nhẹ không mùi, thấm hút nhanh không bị tràn ra ngoài. Tã không bị xệ và vón cục giống các loại khác nên bé đi rất thoải mái. Mình sẽ ủng hộ dài dài.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +', 'an toàn +'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
1790,886101,hài_lòng mua tiki cửa_hàng rẻ không mất_công đi mua hàng hạn kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13815, 'comment': 'Hài lòng, mua trên tiki giống với ở ngoài cửa hàng, nhưng lại được rẻ, ko mất công đi mua, hàng date mới.', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['an toàn +', 'giá +'], '30': ['an toàn +', 'giá +', 'chất lượng +']}}",,,,,0,1,0,0,0,1,0
1791,886100,sp oke giao hàng kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 12965, 'comment': 'Sp ok giao hàng nhanh', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chất lượng +', 'ship +'], '29': ['chất lượng +']}}",,,,,1,0,0,1,0,0,0
1792,886099,date bé uống hợp mua kì hài_lòng,"[{'label': 327, 'user': 15}]","{'review_id': 13472, 'comment': 'Date mới, bé uống hợp sẽ mua thêm', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['an toàn +'], '30': ['chất lượng +', 'an toàn +']}}",,,,,0,0,0,0,0,1,0
1793,886098,tã thấm hút tốt giá hợp_lí quà tặng lo tốt,"[{'label': 325, 'user': 15}, {'label': 317, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 2479, 'comment': 'Tã thấm hút tốt,giá hợp lí,còn có quà tặng nữa ,lo còn gì hơn', 'summary': 'Tã tốt', 'annotations': {'23': ['dịch vụ +', 'giá +', 'chất lượng +'], '28': ['dịch vụ +', 'giá +', 'chất lượng +']}}",,,,,0,1,0,1,1,0,0
1794,886097,gia rẽ loại bĩm xài oke tốt mua,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 900, 'comment': 'gia rẽ hơn những loại bĩm khác ,xài ok tốt ,nên mua ,', 'summary': 'hài lòng', 'annotations': {'20': ['chất lượng +', 'giá +'], '25': ['giá +']}}",,,,,0,1,0,1,0,0,0
1795,886096,tã quần mặc không lằn khô mặc một đêm không hằn sờ bỉm khô không kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 14068, 'comment': 'Tã quần mặc không bị lằn, khô thoáng,bé mình mặc sau một đêm không bị hằn, sờ bỉm khô, k hăm', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['an toàn +'], '19': ['chất lượng +']}}",,,,,0,0,0,1,0,1,0
1796,886095,sản_phẩm không đúng như hình_ảnh thương_hiệu mô_tả mua linh khánh hài_lòng,"[{'label': 326, 'user': 15}]","{'review_id': 12834, 'comment': 'Sản phẩm không đúng như hình ảnh, thương hiệu đã mô tả. Đặt mua tại Linh Khánh shop.', 'summary': 'Không hài lòng.', 'annotations': {'23': ['chính hãng -'], '29': ['chất lượng -']}}",,,,,0,0,0,0,1,0,0
1797,886094,giao hàng nhanh chưa không chất_lượng như shiper vẻ không kì hài_lòng,"[{'label': 320, 'user': 15}]","{'review_id': 1145, 'comment': 'Giao hàng nhanh, mình chưa dùng ko biết chất lượng như thế nào . Anh shiper có vẻ ko vui', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['dịch vụ -', 'ship +'], '17': ['ship +']}}",,,,,1,0,0,0,0,0,0
1798,886093,chất_lượng ok giao hàng kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13527, 'comment': 'Chất lượng ok. Giao hàng nhanh', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['ship +', 'chất lượng +'], '30': ['ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
1799,886092,oke thấm hút,"[{'label': 321, 'user': 15}]","{'review_id': 13821, 'comment': 'oke thấm hút tốt', 'summary': 'Hài lòng', 'annotations': {'19': ['chất lượng +'], '30': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
1800,886091,hôm hôm giao mặc đù giao tỉnh hàng chất kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 1031, 'comment': 'Hôm trc đặt hôm sau giao, mặc đù mình đặt giao tỉnh. Hàng chất lượng', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +', 'chất lượng +'], '19': ['chất lượng +', 'ship +'], '17': ['chất lượng +', 'ship +'], '20': ['ship +'], '25': ['ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
1801,886090,mấy phàn_nàn tặng 3 miếng mấy í coi không kỹ nha đủ 9m tặng chiều dọc tầng 3m mua tiki an_tâm ship nhanh canh sale mua kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 325, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 1824, 'comment': 'thấy mấy bạn phàn nàn tặng có 3 miếng là mấy bạn í coi k kỹ nha... đủ 9m tặng á mà để theo chiều dọc mỗi tầng 3m. mua của tiki an tâm mà ship khá nhanh. canh sale mua lun 3b', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['giá +', 'dịch vụ +', 'ship +'], '17': ['ship +', 'dịch vụ +'], '20': ['ship +'], '25': ['other']}}",,,,,1,1,0,0,1,0,0
1802,886089,sale rẻ chất_lượng bỉm tốt rộng_rãi ghi bao_bì 1 loại bỉm mặc sz loại,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13511, 'comment': 'đang sale nên rẻ . chất lượng bỉm thì tốt , rộng rãi so với căn nặng ghi trên bao bì. 1 số loại bỉm mặc phải tăng sz. còn loại này thì ko.', 'summary': 'tốt.', 'annotations': {'19': ['chất lượng +', 'giá +'], '30': ['chất lượng -', 'giá +']}}",,,,,0,1,0,1,0,0,0
1803,886088,sữa hãng shop uy_tín sữa thơm ngon bé hạn kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 321, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 13293, 'comment': 'Sữa chính hãng, shop uy tín, sữa thơm ngon bé rất thích, date mới', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chất lượng +', 'an toàn +', 'chính hãng +'], '30': ['chất lượng +', 'an toàn +', 'chính hãng +']}}",,,,,0,0,1,1,0,1,0
1804,886087,mua bỉm tiki yên_tâm hài không tặng kèm quà kì hài_lòng,"[{'label': 326, 'user': 15}]","{'review_id': 1217, 'comment': 'Mua bỉm trên tiki luôn yên tâm và hài lòng!!!.\nTiếc là lần này không được tặng kèm quà gì.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['dịch vụ -', 'chất lượng +'], '17': ['dịch vụ -', 'other'], '20': ['other'], '25': ['dịch vụ +']}}",,,,,0,0,0,0,1,0,0
1805,886086,giao nhanh sản_phẩm đóng_gói cẩn_thận quà tặng kèm quà chất_lượng nhanh chất_lượng sp tốt,"[{'label': 319, 'user': 15}, {'label': 325, 'user': 15}]","{'review_id': 12999, 'comment': 'Giao nhanh và sản phẩm được đóng gói cẩn thận, có thêm quà tặng kèm, quà cũng chất lượng nữa', 'summary': 'Giao nhanh, Chất lượng SP tốt', 'annotations': {'23': ['dịch vụ +', 'ship +'], '29': ['chất lượng +', 'dịch vụ +', 'ship +']}}",,,,,1,0,0,0,1,0,0
1806,886085,bỉm thấm hút tương thoảng tràn bé đi_tiểu chưa meries,"[{'label': 322, 'user': 15}]","{'review_id': 13406, 'comment': 'Bỉm thấm hút tương đối.thỉnh thoảng vẫn bị tràn dù bé đi tiểu chưa nhiều', 'summary': 'Bỉm meries', 'annotations': {'19': ['chất lượng -'], '30': ['chất lượng -']}}",,,,,0,0,0,1,0,0,0
1807,886084,đề_nghị tiki & quản_lí cung_cấp tã sản_phẩm trẻ_con đi giao hàng chồng dơ mặc vô bé dị_ứng nổi đỏ đít mua tã thường_xuyên tiki thất_vọng hài_lòng,"[{'label': 328, 'user': 15}]","{'review_id': 14793, 'comment': 'đề nghị tiki xem & quản lí lại nhà cung cấp tã . vì sản phẩm là dùng cho trẻ con mà đi giao hàng cho khách như vậy , chồng tôi nói chỉ dơ bên ngoài , nhưng mặc vô bé bị dị ứng nổi đỏ đít con luôn. đã mua tã cho con thường xuyên trên tiki nhưng nay thật sự thất vọng .', 'summary': 'Không hài lòng', 'annotations': {'28': ['ship -', 'an toàn -'], '29': ['chất lượng -', 'an toàn -']}}",,,,,0,0,0,0,0,1,0
1808,886083,tã form oke lắm thấm hút tốt kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 12845, 'comment': 'Tã form ok lắm thấm hút tốt lần sau lại mua', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chất lượng +'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
1809,886082,mùa mưa đừng xé bao nilong combo ( 2 bịch ) cung_cấp vận_chuyển ẩm_ướt bảo_quản đề_nghị sắm 2 - 3 xe_tải giao hàng hài_lòng,"[{'label': 320, 'user': 15}]","{'review_id': 85, 'comment': 'Mùa mưa rồi..plz đừng xé bao nilong combo (2 bịch) ở ngoài của nhà cung cấp..dễ vận chuyển nhưng lại dễ bị ẩm ướt. Khó bảo quản. Đề nghị sắm 2-3 cái xe tải giao hàng ở Danang', 'summary': 'Không hài lòng', 'annotations': {'28': ['ship -'], '20': ['ship -'], '25': ['dịch vụ -', 'ship -', 'an toàn -']}}",,,,,1,0,0,0,0,0,0
1810,886081,giao hàng nhanh đơn tỉnh shiper nhiệt_tình nhập sai sđt may shiper sản_phẩm kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 12806, 'comment': 'giao hàng nhanh dù đơn ở tỉnh. shiper nhiệt tình, mình nhập sai sđt mà may shiper tìm đc nhà. sản phẩm đánh giá sau', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '29': ['ship +']}}",,,,,1,0,0,0,0,0,0
1811,886080,tả moony đẹp tốt bé mẹ an_tâm lắm độ thấm hút,"[{'label': 321, 'user': 15}]","{'review_id': 12751, 'comment': 'Tả Moony vừa đẹp vừa tốt. Bé xài mẹ an tâm lắm, độ thấm hút rất tốt.', 'summary': 'Tốt', 'annotations': {'23': ['chất lượng +'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
1812,886079,mềm mỏng mùi dễ_chịu chưa bít thấm hút kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 1442, 'comment': 'mềm, mỏng, mùi dễ chịu, chưa bít thấm hút ra sao', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['an toàn +', 'chất lượng +'], '17': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
1813,886078,giao hàng nhanh giá rẻ đại_lý mã cào tích rẻ đại_lý,"[{'label': 319, 'user': 15}, {'label': 325, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13573, 'comment': 'Giao hàng nhanh, giá rẻ hơn đại lý,  có mã cào tích điểm', 'summary': 'Giá rẻ hơn đại lý', 'annotations': {'19': ['dịch vụ +', 'giá +', 'ship +'], '30': ['dịch vụ +', 'ship +', 'giá +']}}",,,,,1,1,0,0,1,0,0
1814,886077,tã mềm_mại không lằn da bé giao hàng thân kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 13966, 'comment': 'Tã mềm mại không bị lằn da em bé. Giao hàng thân thiện', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '19': ['ship +', 'chất lượng +']}}",,,,,1,0,0,1,0,0,0
1815,886076,giao hàng nhanh tã chất_lượng giá tốt thị kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13753, 'comment': 'giao hàng nhanh , tã chất lượng , giá tốt hơn so với thị trường', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['giá +', 'chất lượng +', 'ship +'], '30': ['giá +', 'chất lượng +', 'ship +']}}",,,,,1,1,0,1,0,0,0
1817,886074,giá tốt đóng_gói cẩn_thận giao nhanh ủng_hộ kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 261, 'comment': 'Giá tốt. Đóng gói cẩn thận và giao nhanh. Rất ủng hộ Tiki', 'summary': 'Cực kì hài lòng', 'annotations': {'20': ['giá +', 'ship +'], '25': ['dịch vụ +', 'giá +']}}",,,,,1,1,0,0,0,0,0
1818,886073,không hài_lòng lắm vi lươngj tiều ban_đêm nhiêu cung thay hai bỉm / 1 đêm bé hăm mặc tả,"[{'label': 322, 'user': 15}, {'label': 328, 'user': 15}]","{'review_id': 1, 'comment': 'không được hài lòng lắm, vi lươngj nước tiều ban đêm của con nhiêu nên cung phải thay hai bỉm/1 đêm, bé bị hăm khi mặc tả này', 'summary': 'Bình thường', 'annotations': {'28': ['an toàn -', 'typo'], '17': ['an toàn -', 'chất lượng -'], '20': ['typo'], '25': ['an toàn -', 'chất lượng -'], '19': ['chất lượng -', 'typo']}}",,,,,0,0,0,1,0,1,0
1820,886071,giao hàng đúng hẹn kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 13817, 'comment': 'Giao hàng đúng hẹn và nhanh', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['ship +'], '30': ['ship +']}}",,,,,1,0,0,0,0,0,0
1821,886070,tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt,"[{'label': 315, 'user': 15}]","{'review_id': 12870, 'comment': 'tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt tốt', 'summary': 'tốt', 'annotations': {'23': ['trash'], '29': ['trash']}}",,,,,0,0,0,0,0,0,0
1823,886068,tã mềm mỏng không xệ mặc đêm không tràn 6m 11m tiki xác_nhận đơn giao kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 1248, 'comment': 'Tã mềm, mỏng, k bị xệ, mặc qua đêm không tràn. xài từ lúc con 6m tới giờ 11m rồi. tiki xác nhận đơn và giao rất nhannh', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +', 'chất lượng +'], '17': ['ship +', 'chất lượng +'], '20': ['chất lượng +', 'giá +', 'ship +'], '25': ['ship +', 'chất lượng +'], '19': ['chất lượng +', 'ship +']}}",,,,,1,0,0,1,0,0,0
